stamp_sec,ref_stamp_sec,vib_stamp_sec,x,y,z,roll,pitch,yaw
1784309495.201742172,1784309495.201742172,1784309495.201742172,-0.422474,-0.066557,0.074107,-0.075858,0.002180,-0.114769
1784309495.268370152,1784309495.268370152,1784309495.268370152,-0.422765,-0.067033,0.074029,-0.072095,0.002197,-0.116257
1784309495.301651716,1784309495.301651716,1784309495.301651716,-0.422614,-0.066185,0.076006,-0.080726,0.003282,-0.117447
1784309495.335038900,1784309495.335038900,1784309495.335038900,-0.422976,-0.066745,0.075616,-0.073611,0.003866,-0.118750
1784309495.401686668,1784309495.401686668,1784309495.401686668,-0.423543,-0.066388,0.074826,-0.078099,0.000583,-0.120216
1784309495.434970617,1784309495.434970617,1784309495.434970617,-0.423683,-0.066033,0.074336,-0.083732,-0.002085,-0.120311
1784309495.468370438,1784309495.468370438,1784309495.468370438,-0.423797,-0.066116,0.074224,-0.084909,-0.001205,-0.120041
1784309495.501617193,1784309495.501617193,1784309495.501617193,-0.423313,-0.066397,0.076130,-0.078485,0.004401,-0.120948
1784309495.568244219,1784309495.568244219,1784309495.568244219,-0.423857,-0.066102,0.074015,-0.082204,-0.001406,-0.121177
1784309495.601634741,1784309495.601634741,1784309495.601634741,-0.423964,-0.066091,0.074689,-0.082191,0.000002,-0.122028
1784309495.701602936,1784309495.701602936,1784309495.701602936,-0.423966,-0.066516,0.073748,-0.077771,-0.002347,-0.121541
1784309495.734778881,1784309495.734778881,1784309495.734778881,-0.423911,-0.066439,0.074114,-0.081268,-0.000402,-0.120993
1784309495.768040895,1784309495.768040895,1784309495.768040895,-0.423581,-0.065741,0.075498,-0.087628,0.000654,-0.120968
1784309495.834709167,1784309495.834709167,1784309495.834709167,-0.423404,-0.066215,0.074183,-0.081163,-0.001875,-0.119366
1784309495.868096828,1784309495.868096828,1784309495.868096828,-0.423183,-0.065879,0.074037,-0.084307,-0.000544,-0.118332
1784309495.901357412,1784309495.901357412,1784309495.901357412,-0.422685,-0.066151,0.074261,-0.082734,-0.001021,-0.115871
1784309495.968005419,1784309495.968005419,1784309495.968005419,-0.422137,-0.066007,0.072152,-0.087679,-0.004565,-0.109815
1784309496.001392126,1784309496.001392126,1784309496.001392126,-0.421365,-0.066287,0.073413,-0.084370,0.000016,-0.107672
1784309496.034676075,1784309496.034676075,1784309496.034676075,-0.420898,-0.066151,0.073473,-0.083720,-0.002577,-0.105541
1784309496.068061113,1784309496.068061113,1784309496.068061113,-0.420720,-0.065806,0.073669,-0.089820,-0.000111,-0.104070
1784309496.134709120,1784309496.134709120,1784309496.134709120,-0.419969,-0.066601,0.075371,-0.081547,0.004782,-0.101761
1784309496.167949438,1784309496.167949438,1784309496.167949438,-0.419879,-0.066431,0.074772,-0.081203,0.002406,-0.101224
1784309496.301266670,1784309496.301266670,1784309496.301266670,-0.418344,-0.067058,0.073957,-0.077040,0.001221,-0.091805
1784309496.334653616,1784309496.334653616,1784309496.334653616,-0.417808,-0.067095,0.074406,-0.076817,0.002677,-0.089150
1784309496.367937803,1784309496.367937803,1784309496.367937803,-0.417576,-0.066068,0.074118,-0.088807,-0.001053,-0.087165
1784309496.401323080,1784309496.401323080,1784309496.401323080,-0.417306,-0.065954,0.074862,-0.088705,0.001345,-0.086901
1784309496.467970848,1784309496.467970848,1784309496.467970848,-0.417421,-0.066444,0.073883,-0.084865,0.000021,-0.086101
1784309496.501211643,1784309496.501211643,1784309496.501211643,-0.417065,-0.066540,0.075171,-0.082320,0.002381,-0.086095
1784309496.534598589,1784309496.534598589,1784309496.534598589,-0.416892,-0.066216,0.076056,-0.086140,0.004602,-0.085287
1784309496.567838669,1784309496.567838669,1784309496.567838669,-0.417042,-0.066567,0.074255,-0.083427,0.000412,-0.084683
1784309496.667874098,1784309496.667874098,1784309496.667874098,-0.416601,-0.066260,0.074968,-0.085956,0.001383,-0.083174
1784309496.701176643,1784309496.701176643,1784309496.701176643,-0.416755,-0.066059,0.073450,-0.091275,-0.002511,-0.081538
1784309496.767866611,1784309496.767866611,1784309496.767866611,-0.416473,-0.066299,0.073022,-0.087950,-0.003924,-0.079437
1784309496.801252842,1784309496.801252842,1784309496.801252842,-0.415985,-0.066002,0.074985,-0.089300,-0.001412,-0.079255
1784309496.834536552,1784309496.834536552,1784309496.834536552,-0.416390,-0.066427,0.073381,-0.085754,-0.001596,-0.079185
1784309496.901188374,1784309496.901188374,1784309496.901188374,-0.416439,-0.066331,0.073141,-0.088773,-0.003311,-0.079197
1784309496.934571028,1784309496.934571028,1784309496.934571028,-0.416202,-0.066755,0.073596,-0.080881,-0.001659,-0.079453
1784309496.967832088,1784309496.967832088,1784309496.967832088,-0.416442,-0.066120,0.073055,-0.090543,-0.003638,-0.079426
1784309497.001222610,1784309497.001222610,1784309497.001222610,-0.416405,-0.066148,0.073262,-0.088663,-0.004394,-0.079692
1784309497.067890882,1784309497.067890882,1784309497.067890882,-0.416519,-0.066139,0.073392,-0.089402,-0.002321,-0.080515
1784309497.101130009,1784309497.101130009,1784309497.101130009,-0.416809,-0.065868,0.072607,-0.093851,-0.003218,-0.080914
1784309497.134515047,1784309497.134515047,1784309497.134515047,-0.416780,-0.066017,0.072727,-0.089219,-0.004799,-0.081584
1784309497.201183558,1784309497.201183558,1784309497.201183558,-0.417067,-0.065989,0.074143,-0.087617,-0.000155,-0.084475
1784309497.234451294,1784309497.234451294,1784309497.234451294,-0.417400,-0.065651,0.074058,-0.093693,-0.001069,-0.086094
1784309497.334500551,1784309497.334500551,1784309497.334500551,-0.419282,-0.065729,0.072128,-0.093630,-0.003817,-0.094746
1784309497.367783308,1784309497.367783308,1784309497.367783308,-0.420035,-0.066077,0.072092,-0.087225,-0.003142,-0.099557
1784309497.467797041,1784309497.467797041,1784309497.467797041,-0.422004,-0.065691,0.073414,-0.088952,-0.003485,-0.111792
1784309497.501040697,1784309497.501040697,1784309497.501040697,-0.422393,-0.065716,0.073484,-0.090808,-0.002886,-0.113306
1784309497.534424543,1784309497.534424543,1784309497.534424543,-0.422755,-0.065573,0.072805,-0.091592,-0.005384,-0.115291
1784309497.601052046,1784309497.601052046,1784309497.601052046,-0.423395,-0.065375,0.072369,-0.094270,-0.005729,-0.118039
1784309497.634356022,1784309497.634356022,1784309497.634356022,-0.423775,-0.065882,0.072740,-0.086725,-0.001899,-0.120846
1784309497.667743683,1784309497.667743683,1784309497.667743683,-0.424345,-0.065405,0.073034,-0.090146,-0.004303,-0.124506
1784309497.734432220,1784309497.734432220,1784309497.734432220,-0.425990,-0.064673,0.072943,-0.094500,-0.009240,-0.133359
1784309497.767714024,1784309497.767714024,1784309497.767714024,-0.426795,-0.064606,0.073127,-0.094370,-0.008633,-0.137437
1784309497.801100492,1784309497.801100492,1784309497.801100492,-0.427418,-0.064413,0.073165,-0.097965,-0.007522,-0.140776
1784309497.867727995,1784309497.867727995,1784309497.867727995,-0.428043,-0.064601,0.072816,-0.094179,-0.009105,-0.143915
1784309497.900968790,1784309497.900968790,1784309497.900968790,-0.427995,-0.064583,0.073118,-0.092780,-0.007952,-0.144470
1784309497.934355259,1784309497.934355259,1784309497.934355259,-0.427719,-0.064147,0.074314,-0.100718,-0.006513,-0.143309
1784309498.001003742,1784309498.001003742,1784309498.001003742,-0.428021,-0.064702,0.072901,-0.092803,-0.006712,-0.143804
1784309498.034264565,1784309498.034264565,1784309498.034264565,-0.428005,-0.064342,0.073344,-0.096204,-0.007012,-0.144149
1784309498.067651033,1784309498.067651033,1784309498.067651033,-0.427811,-0.065024,0.074135,-0.087427,-0.006069,-0.144798
1784309498.134300470,1784309498.134300470,1784309498.134300470,-0.428381,-0.064781,0.072895,-0.092572,-0.008515,-0.145898
1784309498.167581797,1784309498.167581797,1784309498.167581797,-0.428285,-0.064530,0.073808,-0.093564,-0.006785,-0.146509
1784309498.200969219,1784309498.200969219,1784309498.200969219,-0.428404,-0.065100,0.073167,-0.087448,-0.006595,-0.146996
1784309498.267637253,1784309498.267637253,1784309498.267637253,-0.428493,-0.065386,0.072323,-0.084965,-0.007282,-0.146018
1784309498.300901175,1784309498.300901175,1784309498.300901175,-0.427946,-0.064677,0.074010,-0.090892,-0.006023,-0.145905
1784309498.334285259,1784309498.334285259,1784309498.334285259,-0.427927,-0.064856,0.073430,-0.092495,-0.006142,-0.144656
1784309498.400934458,1784309498.400934458,1784309498.400934458,-0.427491,-0.065108,0.073103,-0.088572,-0.007183,-0.142411
1784309498.434195042,1784309498.434195042,1784309498.434195042,-0.427265,-0.065335,0.072322,-0.084177,-0.006097,-0.141075
1784309498.467581511,1784309498.467581511,1784309498.467581511,-0.426782,-0.065373,0.072503,-0.086817,-0.005553,-0.137436
1784309498.534272432,1784309498.534272432,1784309498.534272432,-0.425051,-0.066160,0.072567,-0.079567,-0.002754,-0.128735
1784309498.567555189,1784309498.567555189,1784309498.567555189,-0.424108,-0.066503,0.072046,-0.076858,-0.002346,-0.122946
1784309498.600944042,1784309498.600944042,1784309498.600944042,-0.423173,-0.066246,0.071984,-0.081771,-0.003059,-0.117540
1784309498.634202003,1784309498.634202003,1784309498.634202003,-0.422004,-0.066602,0.073410,-0.077528,0.000882,-0.112946
1784309498.700831175,1784309498.700831175,1784309498.700831175,-0.420775,-0.066446,0.073283,-0.080771,0.000854,-0.105436
1784309498.734217167,1784309498.734217167,1784309498.734217167,-0.420546,-0.066316,0.072007,-0.083035,-0.002482,-0.102881
1784309498.767520666,1784309498.767520666,1784309498.767520666,-0.420311,-0.066471,0.071728,-0.082069,-0.001162,-0.101238
1784309498.834188223,1784309498.834188223,1784309498.834188223,-0.419903,-0.066217,0.072259,-0.082637,-0.002279,-0.099834
1784309498.867576122,1784309498.867576122,1784309498.867576122,-0.419985,-0.066746,0.071265,-0.077147,-0.002499,-0.099322
1784309498.967505455,1784309498.967505455,1784309498.967505455,-0.419218,-0.066536,0.072074,-0.082185,-0.001788,-0.095481
1784309499.000891924,1784309499.000891924,1784309499.000891924,-0.419062,-0.066889,0.071999,-0.075360,-0.000667,-0.094637
1784309499.034153700,1784309499.034153700,1784309499.034153700,-0.418585,-0.066294,0.073264,-0.081511,0.000315,-0.093469
1784309499.100822210,1784309499.100822210,1784309499.100822210,-0.418363,-0.067101,0.072014,-0.075036,-0.000015,-0.090712
1784309499.167470217,1784309499.167470217,1784309499.167470217,-0.418093,-0.067412,0.072827,-0.067401,0.001374,-0.090423
1784309499.200857401,1784309499.200857401,1784309499.200857401,-0.418248,-0.067438,0.071829,-0.069803,0.001176,-0.090544
1784309499.234118938,1784309499.234118938,1784309499.234118938,-0.418094,-0.067256,0.072847,-0.070925,0.001686,-0.090483
1784309499.267506599,1784309499.267506599,1784309499.267506599,-0.417827,-0.067898,0.073144,-0.063454,0.004800,-0.090304
1784309499.300746441,1784309499.300746441,1784309499.300746441,-0.418415,-0.066592,0.071273,-0.081295,-0.001387,-0.090727
1784309499.367373228,1784309499.367373228,1784309499.367373228,-0.418277,-0.067197,0.073700,-0.069747,0.004370,-0.092854
1784309499.400759935,1784309499.400759935,1784309499.400759935,-0.418643,-0.067309,0.072976,-0.066739,0.004381,-0.094684
1784309499.434064865,1784309499.434064865,1784309499.434064865,-0.418806,-0.067005,0.074237,-0.071900,0.005275,-0.095911
1784309499.500731707,1784309499.500731707,1784309499.500731707,-0.419459,-0.066973,0.073885,-0.070862,0.005196,-0.099714
1784309499.534123182,1784309499.534123182,1784309499.534123182,-0.419888,-0.067136,0.072530,-0.069056,0.002799,-0.100435
1784309499.567401171,1784309499.567401171,1784309499.567401171,-0.419366,-0.066554,0.076042,-0.075383,0.009158,-0.101659
1784309499.634027958,1784309499.634027958,1784309499.634027958,-0.420369,-0.067244,0.073115,-0.066912,0.004846,-0.104320
1784309499.667415142,1784309499.667415142,1784309499.667415142,-0.420836,-0.067003,0.074252,-0.067399,0.007132,-0.108194
1784309499.700697899,1784309499.700697899,1784309499.700697899,-0.421643,-0.066776,0.074595,-0.069873,0.005941,-0.112512
1784309499.767368317,1784309499.767368317,1784309499.767368317,-0.423871,-0.066147,0.073242,-0.073440,-0.000130,-0.123128
1784309499.800752878,1784309499.800752878,1784309499.800752878,-0.424405,-0.066395,0.074333,-0.071616,0.001789,-0.126790
1784309499.834014416,1784309499.834014416,1784309499.834014416,-0.424970,-0.065757,0.075275,-0.078232,0.002286,-0.130493
1784309499.900642633,1784309499.900642633,1784309499.900642633,-0.425900,-0.065932,0.075114,-0.075159,0.002918,-0.135794
1784309499.934028387,1784309499.934028387,1784309499.934028387,-0.426210,-0.066070,0.074929,-0.072382,0.002285,-0.137512
1784309499.967311859,1784309499.967311859,1784309499.967311859,-0.426498,-0.065734,0.075008,-0.076690,0.001784,-0.139106
1784309500.067345619,1784309500.067345619,1784309500.067345619,-0.427344,-0.065939,0.075768,-0.072315,0.002641,-0.144651
1784309500.100628138,1784309500.100628138,1784309500.100628138,-0.427842,-0.065257,0.075065,-0.081542,-0.001032,-0.146008
1784309500.233944654,1784309500.233944654,1784309500.233944654,-0.429011,-0.065295,0.074202,-0.078004,-0.003356,-0.151982
1784309500.267331600,1784309500.267331600,1784309500.267331600,-0.429143,-0.064831,0.075033,-0.082258,-0.002105,-0.153906
1784309500.300615788,1784309500.300615788,1784309500.300615788,-0.429380,-0.065564,0.074017,-0.074119,-0.003143,-0.154331
1784309500.334000587,1784309500.334000587,1784309500.334000587,-0.429273,-0.065390,0.075139,-0.075623,-0.001871,-0.154776
1784309500.367262125,1784309500.367262125,1784309500.367262125,-0.429300,-0.064928,0.075350,-0.083380,-0.001528,-0.154632
1784309500.400649548,1784309500.400649548,1784309500.400649548,-0.429479,-0.064941,0.074465,-0.083881,-0.002967,-0.154466
1784309500.533903360,1784309500.533903360,1784309500.533903360,-0.430328,-0.064928,0.073385,-0.081349,-0.007056,-0.157989
1784309500.567210913,1784309500.567210913,1784309500.567210913,-0.430411,-0.065085,0.074388,-0.078948,-0.004196,-0.159520
1784309500.600595236,1784309500.600595236,1784309500.600595236,-0.430377,-0.064659,0.075517,-0.083651,-0.003624,-0.160617
1784309500.633854628,1784309500.633854628,1784309500.633854628,-0.430587,-0.065241,0.074228,-0.076966,-0.003892,-0.160707
1784309500.700515270,1784309500.700515270,1784309500.700515270,-0.429837,-0.065718,0.075289,-0.074859,-0.001560,-0.157796
1784309500.733889818,1784309500.733889818,1784309500.733889818,-0.429698,-0.064587,0.075157,-0.086628,-0.004077,-0.156312
1784309500.767129898,1784309500.767129898,1784309500.767129898,-0.429568,-0.064420,0.074596,-0.085648,-0.004915,-0.155656
1784309500.800519228,1784309500.800519228,1784309500.800519228,-0.429374,-0.064810,0.075236,-0.080390,-0.003022,-0.155383
1784309500.833778381,1784309500.833778381,1784309500.833778381,-0.429520,-0.065740,0.074430,-0.071769,-0.001379,-0.155253
1784309500.900447369,1784309500.900447369,1784309500.900447369,-0.429497,-0.065169,0.075036,-0.078493,-0.002779,-0.155489
1784309500.933834076,1784309500.933834076,1784309500.933834076,-0.429636,-0.064792,0.074155,-0.082443,-0.004984,-0.155280
1784309500.967137098,1784309500.967137098,1784309500.967137098,-0.429123,-0.065932,0.074415,-0.070081,-0.001539,-0.153700
1784309501.067192793,1784309501.067192793,1784309501.067192793,-0.426784,-0.064951,0.074381,-0.088158,-0.001845,-0.139251
1784309501.100475073,1784309501.100475073,1784309501.100475073,-0.425659,-0.065506,0.073082,-0.081967,-0.004033,-0.132407
1784309501.133862019,1784309501.133862019,1784309501.133862019,-0.424369,-0.065586,0.073923,-0.081412,-0.001835,-0.126494
1784309501.200490236,1784309501.200490236,1784309501.200490236,-0.422880,-0.065597,0.073680,-0.084395,0.000194,-0.117008
1784309501.300377846,1784309501.300377846,1784309501.300377846,-0.422151,-0.065623,0.073827,-0.084061,-0.001024,-0.113147
1784309501.333764315,1784309501.333764315,1784309501.333764315,-0.422307,-0.065511,0.073541,-0.084857,-0.001807,-0.113583
1784309501.367068768,1784309501.367068768,1784309501.367068768,-0.422447,-0.065597,0.072656,-0.083263,-0.002903,-0.113639
1784309501.467125177,1784309501.467125177,1784309501.467125177,-0.421833,-0.065102,0.072586,-0.091919,-0.004807,-0.109250
1784309501.500406027,1784309501.500406027,1784309501.500406027,-0.421160,-0.064841,0.073316,-0.094682,-0.003777,-0.106933
1784309501.533792734,1784309501.533792734,1784309501.533792734,-0.421194,-0.065324,0.071127,-0.090003,-0.007233,-0.104683
1784309501.600422144,1784309501.600422144,1784309501.600422144,-0.419917,-0.065547,0.074362,-0.088458,-0.000380,-0.100593
1784309501.633660555,1784309501.633660555,1784309501.633660555,-0.420075,-0.065848,0.072050,-0.086224,-0.005488,-0.098769
1784309501.667047024,1784309501.667047024,1784309501.667047024,-0.419963,-0.065683,0.071290,-0.086362,-0.007911,-0.097775
1784309501.733694792,1784309501.733694792,1784309501.733694792,-0.419151,-0.064942,0.071990,-0.097982,-0.008079,-0.093597
1784309501.766956806,1784309501.766956806,1784309501.766956806,-0.419000,-0.065608,0.071529,-0.089590,-0.006757,-0.092347
1784309501.833625317,1784309501.833625317,1784309501.833625317,-0.418484,-0.065791,0.072842,-0.085693,-0.003353,-0.091464
1784309501.900294542,1784309501.900294542,1784309501.900294542,-0.419243,-0.065752,0.073093,-0.085533,-0.002536,-0.095589
1784309501.966984034,1784309501.966984034,1784309501.966984034,-0.420765,-0.065289,0.073045,-0.090594,-0.002889,-0.103387
1784309502.000370741,1784309502.000370741,1784309502.000370741,-0.421470,-0.065230,0.072561,-0.086671,-0.004947,-0.107908
1784309502.033632994,1784309502.033632994,1784309502.033632994,-0.422108,-0.065515,0.072495,-0.084383,-0.003685,-0.111402
1784309502.100301266,1784309502.100301266,1784309502.100301266,-0.423075,-0.065214,0.071997,-0.088787,-0.005613,-0.115382
1784309502.133687735,1784309502.133687735,1784309502.133687735,-0.423179,-0.064935,0.072590,-0.092296,-0.005698,-0.116894
1784309502.166949987,1784309502.166949987,1784309502.166949987,-0.423315,-0.064576,0.073263,-0.092556,-0.005339,-0.118811
1784309502.233621597,1784309502.233621597,1784309502.233621597,-0.423843,-0.064687,0.073024,-0.089353,-0.005631,-0.121472
1784309502.267006159,1784309502.267006159,1784309502.267006159,-0.424199,-0.064270,0.072666,-0.094573,-0.008002,-0.122922
1784309502.300282717,1784309502.300282717,1784309502.300282717,-0.424581,-0.064610,0.073421,-0.092382,-0.004196,-0.125377
1784309502.366914749,1784309502.366914749,1784309502.366914749,-0.425565,-0.064090,0.074128,-0.094951,-0.005403,-0.131531
1784309502.400301218,1784309502.400301218,1784309502.400301218,-0.426249,-0.064346,0.073099,-0.090818,-0.008628,-0.134695
1784309502.433583736,1784309502.433583736,1784309502.433583736,-0.426988,-0.064421,0.071903,-0.089664,-0.010456,-0.137354
1784309502.500232220,1784309502.500232220,1784309502.500232220,-0.427491,-0.063827,0.072256,-0.097310,-0.011103,-0.139420
1784309502.533618689,1784309502.533618689,1784309502.533618689,-0.427451,-0.064235,0.071648,-0.093572,-0.011253,-0.139106
1784309502.566900969,1784309502.566900969,1784309502.566900969,-0.427379,-0.063589,0.071870,-0.099580,-0.014116,-0.139178
1784309502.633527994,1784309502.633527994,1784309502.633527994,-0.427098,-0.063823,0.073396,-0.094686,-0.008921,-0.139667
1784309502.766865969,1784309502.766865969,1784309502.766865969,-0.427409,-0.063994,0.073393,-0.094108,-0.009414,-0.141083
1784309502.800257921,1784309502.800257921,1784309502.800257921,-0.427852,-0.063771,0.071848,-0.095983,-0.012514,-0.142212
1784309502.833514452,1784309502.833514452,1784309502.833514452,-0.427913,-0.064330,0.072357,-0.090417,-0.010573,-0.142945
1784309502.866901159,1784309502.866901159,1784309502.866901159,-0.428251,-0.064274,0.072225,-0.088518,-0.009968,-0.145279
1784309502.900141478,1784309502.900141478,1784309502.900141478,-0.428455,-0.064290,0.072152,-0.087375,-0.011162,-0.146638
1784309502.933528423,1784309502.933528423,1784309502.933528423,-0.428614,-0.064459,0.073636,-0.086463,-0.007904,-0.148157
1784309503.000155449,1784309503.000155449,1784309503.000155449,-0.429369,-0.063848,0.073293,-0.091557,-0.012716,-0.152727
1784309503.033417940,1784309503.033417940,1784309503.033417940,-0.429739,-0.064143,0.073577,-0.088022,-0.008477,-0.155351
1784309503.066803455,1784309503.066803455,1784309503.066803455,-0.430076,-0.064299,0.073089,-0.087714,-0.009140,-0.156608
1784309503.133451700,1784309503.133451700,1784309503.133451700,-0.429876,-0.063870,0.075382,-0.093367,-0.004555,-0.157361
1784309503.166714191,1784309503.166714191,1784309503.166714191,-0.429726,-0.064135,0.075164,-0.088341,-0.005245,-0.157424
1784309503.200099707,1784309503.200099707,1784309503.200099707,-0.429967,-0.064350,0.073422,-0.085742,-0.007278,-0.157276
1784309503.266768694,1784309503.266768694,1784309503.266768694,-0.429673,-0.064066,0.074300,-0.091252,-0.005932,-0.155413
1784309503.300073624,1784309503.300073624,1784309503.300073624,-0.429186,-0.064470,0.074941,-0.087184,-0.004647,-0.154487
1784309503.400106668,1784309503.400106668,1784309503.400106668,-0.428123,-0.064535,0.073098,-0.087575,-0.008291,-0.145822
1784309503.433388948,1784309503.433388948,1784309503.433388948,-0.426750,-0.064007,0.076518,-0.093983,-0.001455,-0.141736
1784309503.466776848,1784309503.466776848,1784309503.466776848,-0.426371,-0.064873,0.073979,-0.085854,-0.004477,-0.137160
1784309503.533423662,1784309503.533423662,1784309503.533423662,-0.424839,-0.064938,0.074408,-0.084982,-0.002742,-0.128941
1784309503.566685200,1784309503.566685200,1784309503.566685200,-0.424280,-0.064837,0.074955,-0.086807,-0.002057,-0.125613
1784309503.600073338,1784309503.600073338,1784309503.600073338,-0.424123,-0.064662,0.073268,-0.090038,-0.005982,-0.122970
1784309503.666740894,1784309503.666740894,1784309503.666740894,-0.423502,-0.064730,0.074237,-0.088865,-0.003044,-0.119890
1784309503.700002670,1784309503.700002670,1784309503.700002670,-0.423269,-0.064965,0.073765,-0.085406,-0.005113,-0.118689
1784309503.733391523,1784309503.733391523,1784309503.733391523,-0.423032,-0.065573,0.074054,-0.077704,-0.001976,-0.117882
1784309503.800036907,1784309503.800036907,1784309503.800036907,-0.422820,-0.064634,0.074890,-0.089739,-0.003914,-0.116611
1784309503.833299160,1784309503.833299160,1784309503.833299160,-0.422595,-0.065589,0.074740,-0.077783,-0.000852,-0.116324
1784309503.866688728,1784309503.866688728,1784309503.866688728,-0.422547,-0.065671,0.075230,-0.077773,0.000502,-0.115761
1784309503.899947643,1784309503.899947643,1784309503.899947643,-0.422855,-0.064482,0.074042,-0.090445,-0.003965,-0.115837
1784309503.933334351,1784309503.933334351,1784309503.933334351,-0.422588,-0.065122,0.074543,-0.083689,-0.002907,-0.115406
1784309504.033285141,1784309504.033285141,1784309504.033285141,-0.422524,-0.065919,0.073007,-0.075143,-0.005013,-0.113402
1784309504.166602135,1784309504.166602135,1784309504.166602135,-0.421823,-0.065638,0.074192,-0.078920,-0.002041,-0.110402
1784309504.233273506,1784309504.233273506,1784309504.233273506,-0.421789,-0.065477,0.073960,-0.082978,-0.001679,-0.109485
1784309504.266657591,1784309504.266657591,1784309504.266657591,-0.421690,-0.065681,0.074604,-0.079076,0.000664,-0.110350
1784309504.299939871,1784309504.299939871,1784309504.299939871,-0.421730,-0.065415,0.075222,-0.082774,0.002298,-0.110595
1784309504.333326578,1784309504.333326578,1784309504.333326578,-0.421668,-0.065234,0.075012,-0.084434,-0.000312,-0.111068
1784309504.366567135,1784309504.366567135,1784309504.366567135,-0.421630,-0.065463,0.075132,-0.081436,-0.000064,-0.110498
1784309504.399955988,1784309504.399955988,1784309504.399955988,-0.421349,-0.065500,0.076106,-0.081692,0.002390,-0.109487
1784309504.466581821,1784309504.466581821,1784309504.466581821,-0.421090,-0.065773,0.074740,-0.078702,-0.000485,-0.107530
1784309504.633183002,1784309504.633183002,1784309504.633183002,-0.422581,-0.065443,0.074156,-0.080264,-0.001554,-0.114339
1784309504.666567326,1784309504.666567326,1784309504.666567326,-0.423035,-0.064999,0.074392,-0.083368,-0.003267,-0.117695
1784309504.699849606,1784309504.699849606,1784309504.699849606,-0.423660,-0.064709,0.074649,-0.085572,-0.002725,-0.120928
1784309504.733236074,1784309504.733236074,1784309504.733236074,-0.424162,-0.065144,0.074011,-0.081222,-0.003468,-0.123264
